#
# Class "hotel_db#reservation"
#
@w4hotelReservationNumber|w4hotelReservationState|w4hotelReservationDate|w4hotelReservationClient|w4hotelReservationCheckIn|w4hotelReservationCheckOut|w4hotelReservationNights|w4hotelReservationEstablishment|w4hotelCurrentReservationRooms|w4hotelReservationAdults|w4hotelReservationChildren|w4hotelReservationRooms
1610|0|03/03/2012 00:00:00|1022|03/03/2012 00:00:00|07/03/2012 00:00:00|4|1009|~1090~|2|0|~1090~
1611|0|18/03/2012 00:00:00|1053|21/03/2012 00:00:00|22/03/2012 00:00:00|1|1000|~1004~|2|0|~1004~
1612|2|27/12/2011 00:00:00|1060|28/12/2011 00:00:00|30/12/2011 00:00:00|2|1005|~1058~|1|0|~1058~
1613|2|28/07/2011 00:00:00|1079|02/08/2011 00:00:00|08/08/2011 00:00:00|6|1002|~1028~|1|0|~1028~
1614|2|29/09/2011 00:00:00|1096|06/10/2011 00:00:00|09/10/2011 00:00:00|3|1001|~1015~1010~|2|2|~1015~1010~
1615|1|08/02/2012 00:00:00|1035|15/02/2012 00:00:00|21/02/2012 00:00:00|6|1002|~1024~|2|0|~1024~
1616|2|02/10/2011 00:00:00|1096|10/10/2011 00:00:00|17/10/2011 00:00:00|7|1006|~1062~|2|0|~1062~
1617|2|31/07/2011 00:00:00|1007|04/08/2011 00:00:00|10/08/2011 00:00:00|6|1000|~1008~|2|0|~1008~
1618|1|23/02/2012 00:00:00|1056|28/02/2012 00:00:00|07/03/2012 00:00:00|7|1010|~1101~|1|0|~1101~
1619|1|20/02/2012 00:00:00|1047|26/02/2012 00:00:00|02/03/2012 00:00:00|4|1007|~1077~1070~|2|1|~1077~1070~
1620|2|24/11/2011 00:00:00|1064|30/11/2011 00:00:00|07/12/2011 00:00:00|7|1007|~1071~|1|0|~1071~
1621|0|22/02/2012 00:00:00|1076|27/02/2012 00:00:00|02/03/2012 00:00:00|3|1002|~1021~|1|0|~1021~
1622|2|04/12/2011 00:00:00|1029|09/12/2011 00:00:00|16/12/2011 00:00:00|7|1001|~1016~1011~|2|1|~1016~1011~
1623|2|05/09/2011 00:00:00|1043|06/09/2011 00:00:00|09/09/2011 00:00:00|3|1009|~1096~|2|0|~1096~
1624|2|04/01/2012 00:00:00|1021|08/01/2012 00:00:00|13/01/2012 00:00:00|5|1008|~1081~1083~|1|2|~1081~1083~
1625|2|09/01/2012 00:00:00|1054|10/01/2012 00:00:00|11/01/2012 00:00:00|1|1007|~1078~|2|0|~1078~
1626|2|28/10/2011 00:00:00|1059|01/11/2011 00:00:00|05/11/2011 00:00:00|4|1000|~1006~|2|0|~1006~
1627|2|23/11/2011 00:00:00|1047|27/11/2011 00:00:00|30/11/2011 00:00:00|3|1002|~1020~|2|0|~1020~
1628|0|10/02/2012 00:00:00|1085|11/02/2012 00:00:00|18/02/2012 00:00:00|7|1003|~1033~1036~|2|2|~1033~1036~
1629|1|18/02/2012 00:00:00|1088|20/02/2012 00:00:00|27/02/2012 00:00:00|7|1003|~1036~|2|0|~1036~
1630|2|31/07/2011 00:00:00|1034|09/08/2011 00:00:00|16/08/2011 00:00:00|7|1002|~1020~|1|0|~1020~
1631|2|19/09/2011 00:00:00|1086|24/09/2011 00:00:00|30/09/2011 00:00:00|6|1004|~1041~|1|0|~1041~
1632|2|22/08/2011 00:00:00|1019|22/08/2011 00:00:00|24/08/2011 00:00:00|2|1009|~1098~|2|0|~1098~
1633|2|07/12/2011 00:00:00|1038|10/12/2011 00:00:00|14/12/2011 00:00:00|4|1007|~1070~|2|0|~1070~
1634|2|29/07/2011 00:00:00|1004|01/08/2011 00:00:00|05/08/2011 00:00:00|4|1008|~1089~|1|0|~1089~
1635|2|13/11/2011 00:00:00|1084|20/11/2011 00:00:00|21/11/2011 00:00:00|1|1002|~1020~|1|0|~1020~
1636|2|28/12/2011 00:00:00|1064|06/01/2012 00:00:00|13/01/2012 00:00:00|7|1010|~1107~|2|0|~1107~
1637|2|06/09/2011 00:00:00|1077|07/09/2011 00:00:00|09/09/2011 00:00:00|2|1004|~1042~|2|0|~1042~
1638|2|10/09/2011 00:00:00|1013|10/09/2011 00:00:00|12/09/2011 00:00:00|2|1001|~1014~1010~|1|2|~1014~1010~
1639|2|03/10/2011 00:00:00|1042|05/10/2011 00:00:00|12/10/2011 00:00:00|7|1002|~1028~|2|0|~1028~
1640|2|19/09/2011 00:00:00|1030|23/09/2011 00:00:00|30/09/2011 00:00:00|7|1009|~1097~|1|0|~1097~
1641|0|16/02/2012 00:00:00|1063|23/02/2012 00:00:00|24/02/2012 00:00:00|1|1005|~1053~|1|0|~1053~
1642|2|16/08/2011 00:00:00|1058|23/08/2011 00:00:00|27/08/2011 00:00:00|4|1005|~1053~1057~|1|1|~1053~1057~
1643|2|13/10/2011 00:00:00|1082|18/10/2011 00:00:00|19/10/2011 00:00:00|1|1010|~1108~1106~|2|1|~1108~1106~
1644|2|10/09/2011 00:00:00|1057|13/09/2011 00:00:00|18/09/2011 00:00:00|5|1009|~1098~|2|0|~1098~
1645|2|15/01/2012 00:00:00|1055|20/01/2012 00:00:00|27/01/2012 00:00:00|7|1004|~1046~1042~|1|2|~1046~1042~
1646|2|17/09/2011 00:00:00|1026|23/09/2011 00:00:00|25/09/2011 00:00:00|2|1006|~1066~1065~|1|2|~1066~1065~
1647|2|31/08/2011 00:00:00|1094|09/09/2011 00:00:00|16/09/2011 00:00:00|7|1004|~1047~|1|0|~1047~
1648|2|18/11/2011 00:00:00|1002|20/11/2011 00:00:00|23/11/2011 00:00:00|3|1006|~1067~|2|0|~1067~
1649|2|31/01/2012 00:00:00|1086|01/02/2012 00:00:00|07/02/2012 00:00:00|6|1009|~1096~|1|0|~1096~
1650|2|09/08/2011 00:00:00|1059|15/08/2011 00:00:00|17/08/2011 00:00:00|2|1007|~1079~|1|0|~1079~
1651|2|28/07/2011 00:00:00|1076|29/07/2011 00:00:00|04/08/2011 00:00:00|6|1004|~1043~|1|0|~1043~
1652|2|12/09/2011 00:00:00|1082|18/09/2011 00:00:00|25/09/2011 00:00:00|7|1008|~1084~|2|0|~1084~
1653|2|19/08/2011 00:00:00|1004|26/08/2011 00:00:00|29/08/2011 00:00:00|3|1001|~1014~|2|0|~1014~
1654|0|24/02/2012 00:00:00|1086|25/02/2012 00:00:00|27/02/2012 00:00:00|2|1007|~1079~1071~|2|1|~1079~1071~
1655|2|08/11/2011 00:00:00|1099|09/11/2011 00:00:00|13/11/2011 00:00:00|4|1004|~1044~|2|0|~1044~
1656|2|24/08/2011 00:00:00|1030|30/08/2011 00:00:00|06/09/2011 00:00:00|7|1004|~1048~|2|0|~1048~
1657|2|30/07/2011 00:00:00|1010|01/08/2011 00:00:00|04/08/2011 00:00:00|3|1008|~1081~|1|0|~1081~
1658|2|05/10/2011 00:00:00|1051|13/10/2011 00:00:00|15/10/2011 00:00:00|2|1000|~1005~|1|0|~1005~
1659|2|11/12/2011 00:00:00|1036|18/12/2011 00:00:00|25/12/2011 00:00:00|7|1000|~1003~|1|0|~1003~
1660|2|01/10/2011 00:00:00|1046|02/10/2011 00:00:00|07/10/2011 00:00:00|5|1005|~1051~|2|0|~1051~
1661|2|29/12/2011 00:00:00|1049|06/01/2012 00:00:00|08/01/2012 00:00:00|2|1007|~1074~|1|0|~1074~
1662|2|27/09/2011 00:00:00|1006|30/09/2011 00:00:00|03/10/2011 00:00:00|3|1009|~1095~|1|0|~1095~
1663|2|20/08/2011 00:00:00|1012|29/08/2011 00:00:00|04/09/2011 00:00:00|6|1008|~1087~1089~|1|1|~1087~1089~
1664|2|24/12/2011 00:00:00|1023|31/12/2011 00:00:00|05/01/2012 00:00:00|5|1009|~1090~|2|0|~1090~
1665|2|26/10/2011 00:00:00|1064|04/11/2011 00:00:00|08/11/2011 00:00:00|4|1009|~1090~1094~|1|1|~1090~1094~
1666|2|28/11/2011 00:00:00|1065|04/12/2011 00:00:00|10/12/2011 00:00:00|6|1007|~1078~1073~|1|1|~1078~1073~
1667|0|26/02/2012 00:00:00|1048|07/03/2012 00:00:00|09/03/2012 00:00:00|2|1010|~1108~|2|0|~1108~
1668|2|28/01/2012 00:00:00|1052|06/02/2012 00:00:00|10/02/2012 00:00:00|4|1009|~1093~|2|0|~1093~
1669|0|19/03/2012 00:00:00|1093|19/03/2012 00:00:00|22/03/2012 00:00:00|3|1009|~1090~1091~|1|1|~1090~1091~
1670|2|17/08/2011 00:00:00|1013|21/08/2011 00:00:00|27/08/2011 00:00:00|6|1004|~1045~|2|0|~1045~
1671|2|08/10/2011 00:00:00|1030|09/10/2011 00:00:00|13/10/2011 00:00:00|4|1006|~1065~|2|0|~1065~
1672|2|25/01/2012 00:00:00|1007|30/01/2012 00:00:00|05/02/2012 00:00:00|6|1008|~1084~1082~|2|2|~1084~1082~
1673|0|06/03/2012 00:00:00|1061|08/03/2012 00:00:00|15/03/2012 00:00:00|7|1006|~1066~|1|0|~1066~
1674|2|19/10/2011 00:00:00|1006|22/10/2011 00:00:00|23/10/2011 00:00:00|1|1010|~1103~|1|0|~1103~
1675|2|20/10/2011 00:00:00|1067|22/10/2011 00:00:00|23/10/2011 00:00:00|1|1009|~1093~1096~|1|2|~1093~1096~
1676|2|13/12/2011 00:00:00|1059|22/12/2011 00:00:00|27/12/2011 00:00:00|5|1006|~1061~1067~|2|2|~1061~1067~
1677|1|28/02/2012 00:00:00|1093|01/03/2012 00:00:00|06/03/2012 00:00:00|5|1010|~1107~|1|0|~1107~
1678|2|04/01/2012 00:00:00|1073|13/01/2012 00:00:00|20/01/2012 00:00:00|7|1007|~1074~|2|0|~1074~
1679|2|21/12/2011 00:00:00|1041|22/12/2011 00:00:00|25/12/2011 00:00:00|3|1000|~1007~|1|0|~1007~
1680|2|24/08/2011 00:00:00|1058|24/08/2011 00:00:00|31/08/2011 00:00:00|7|1001|~1019~|1|0|~1019~
1681|2|22/09/2011 00:00:00|1067|01/10/2011 00:00:00|02/10/2011 00:00:00|1|1006|~1060~1061~|2|1|~1060~1061~
1682|2|26/07/2011 00:00:00|1021|28/07/2011 00:00:00|29/07/2011 00:00:00|1|1009|~1098~|1|0|~1098~
1683|2|11/12/2011 00:00:00|1091|13/12/2011 00:00:00|19/12/2011 00:00:00|6|1008|~1081~|2|0|~1081~
1684|2|23/01/2012 00:00:00|1044|29/01/2012 00:00:00|02/02/2012 00:00:00|4|1000|~1001~|2|0|~1001~
1685|2|14/08/2011 00:00:00|1075|15/08/2011 00:00:00|21/08/2011 00:00:00|6|1005|~1055~1050~|1|1|~1055~1050~
1686|2|31/12/2011 00:00:00|1026|07/01/2012 00:00:00|11/01/2012 00:00:00|4|1004|~1042~|2|0|~1042~
1687|2|07/12/2011 00:00:00|1094|14/12/2011 00:00:00|17/12/2011 00:00:00|3|1007|~1075~|2|0|~1075~
1688|2|13/11/2011 00:00:00|1086|19/11/2011 00:00:00|21/11/2011 00:00:00|2|1009|~1095~|1|0|~1095~
1689|2|03/11/2011 00:00:00|1045|11/11/2011 00:00:00|13/11/2011 00:00:00|2|1009|~1090~|1|0|~1090~
1690|2|09/12/2011 00:00:00|1058|16/12/2011 00:00:00|18/12/2011 00:00:00|2|1007|~1076~|1|0|~1076~
1691|2|25/10/2011 00:00:00|1071|28/10/2011 00:00:00|03/11/2011 00:00:00|6|1008|~1084~|1|0|~1084~
1692|1|22/02/2012 00:00:00|1097|23/02/2012 00:00:00|01/03/2012 00:00:00|6|1004|~1046~1045~|1|2|~1046~1045~
1693|2|03/08/2011 00:00:00|1008|11/08/2011 00:00:00|12/08/2011 00:00:00|1|1001|~1014~1010~|1|2|~1014~1010~
1694|2|19/08/2011 00:00:00|1009|27/08/2011 00:00:00|01/09/2011 00:00:00|5|1000|~1003~1006~|1|2|~1003~1006~
1695|2|06/11/2011 00:00:00|1095|09/11/2011 00:00:00|14/11/2011 00:00:00|5|1003|~1039~|2|0|~1039~
1696|1|14/02/2012 00:00:00|1062|22/02/2012 00:00:00|26/02/2012 00:00:00|4|1006|~1061~|1|0|~1061~
1697|2|25/10/2011 00:00:00|1064|01/11/2011 00:00:00|08/11/2011 00:00:00|7|1010|~1106~1108~|1|2|~1106~1108~
1698|2|03/09/2011 00:00:00|1057|08/09/2011 00:00:00|09/09/2011 00:00:00|1|1001|~1016~|1|0|~1016~
1699|2|03/09/2011 00:00:00|1084|12/09/2011 00:00:00|15/09/2011 00:00:00|3|1007|~1073~|1|0|~1073~
1700|2|24/12/2011 00:00:00|1031|24/12/2011 00:00:00|27/12/2011 00:00:00|3|1006|~1060~|1|0|~1060~
1701|2|23/01/2012 00:00:00|1090|01/02/2012 00:00:00|08/02/2012 00:00:00|7|1002|~1029~1020~|2|2|~1029~1020~
1702|2|09/11/2011 00:00:00|1021|17/11/2011 00:00:00|22/11/2011 00:00:00|5|1006|~1060~|1|0|~1060~
1703|2|02/02/2012 00:00:00|1036|07/02/2012 00:00:00|10/02/2012 00:00:00|3|1000|~1003~|1|0|~1003~
1704|2|29/08/2011 00:00:00|1095|04/09/2011 00:00:00|06/09/2011 00:00:00|2|1006|~1061~1062~|2|1|~1061~1062~
1705|2|21/10/2011 00:00:00|1058|26/10/2011 00:00:00|02/11/2011 00:00:00|7|1006|~1064~|1|0|~1064~
1706|2|04/12/2011 00:00:00|1048|04/12/2011 00:00:00|11/12/2011 00:00:00|7|1008|~1086~|2|0|~1086~
1707|2|13/11/2011 00:00:00|1078|20/11/2011 00:00:00|23/11/2011 00:00:00|3|1008|~1084~|2|0|~1084~
1708|2|04/09/2011 00:00:00|1095|13/09/2011 00:00:00|19/09/2011 00:00:00|6|1006|~1069~|2|0|~1069~
1709|2|28/01/2012 00:00:00|1033|30/01/2012 00:00:00|02/02/2012 00:00:00|3|1003|~1034~1035~|2|2|~1034~1035~
1710|2|01/02/2012 00:00:00|1094|07/02/2012 00:00:00|14/02/2012 00:00:00|7|1009|~1090~|2|0|~1090~
1711|2|02/01/2012 00:00:00|1094|11/01/2012 00:00:00|12/01/2012 00:00:00|1|1005|~1054~|1|0|~1054~
1712|1|25/02/2012 00:00:00|1032|25/02/2012 00:00:00|26/02/2012 00:00:00|1|1007|~1074~|2|0|~1074~
1713|2|11/10/2011 00:00:00|1015|13/10/2011 00:00:00|15/10/2011 00:00:00|2|1001|~1016~1014~|2|1|~1016~1014~
1714|2|29/09/2011 00:00:00|1007|05/10/2011 00:00:00|06/10/2011 00:00:00|1|1004|~1047~1046~|2|2|~1047~1046~
1715|2|02/12/2011 00:00:00|1042|08/12/2011 00:00:00|12/12/2011 00:00:00|4|1003|~1030~|1|0|~1030~
1716|2|13/08/2011 00:00:00|1060|14/08/2011 00:00:00|18/08/2011 00:00:00|4|1009|~1093~|1|0|~1093~
1717|2|20/12/2011 00:00:00|1000|24/12/2011 00:00:00|28/12/2011 00:00:00|4|1010|~1104~1103~|2|2|~1104~1103~
1718|2|06/08/2011 00:00:00|1067|15/08/2011 00:00:00|22/08/2011 00:00:00|7|1004|~1043~|2|0|~1043~
1719|1|25/02/2012 00:00:00|1033|25/02/2012 00:00:00|03/03/2012 00:00:00|6|1003|~1030~|1|0|~1030~
1720|2|31/07/2011 00:00:00|1004|03/08/2011 00:00:00|05/08/2011 00:00:00|2|1005|~1054~|1|0|~1054~
1721|2|16/09/2011 00:00:00|1036|25/09/2011 00:00:00|30/09/2011 00:00:00|5|1000|~1006~1001~|1|2|~1006~1001~
1722|2|31/01/2012 00:00:00|1079|06/02/2012 00:00:00|11/02/2012 00:00:00|5|1007|~1079~|2|0|~1079~
1723|2|03/11/2011 00:00:00|1004|04/11/2011 00:00:00|09/11/2011 00:00:00|5|1004|~1045~|2|0|~1045~
1724|2|24/11/2011 00:00:00|1059|30/11/2011 00:00:00|01/12/2011 00:00:00|1|1008|~1080~1086~|2|1|~1080~1086~
1725|2|11/12/2011 00:00:00|1084|13/12/2011 00:00:00|15/12/2011 00:00:00|2|1001|~1015~|2|0|~1015~
1726|0|19/02/2012 00:00:00|1009|22/02/2012 00:00:00|24/02/2012 00:00:00|2|1001|~1016~|1|0|~1016~
1727|2|07/08/2011 00:00:00|1070|08/08/2011 00:00:00|11/08/2011 00:00:00|3|1001|~1016~|2|0|~1016~
1728|2|05/01/2012 00:00:00|1082|14/01/2012 00:00:00|21/01/2012 00:00:00|7|1001|~1013~|2|0|~1013~
1729|1|24/02/2012 00:00:00|1070|02/03/2012 00:00:00|06/03/2012 00:00:00|4|1009|~1091~|1|0|~1091~
1730|0|26/02/2012 00:00:00|1028|02/03/2012 00:00:00|04/03/2012 00:00:00|2|1002|~1025~|2|0|~1025~
1731|2|22/12/2011 00:00:00|1032|23/12/2011 00:00:00|29/12/2011 00:00:00|6|1000|~1001~|1|0|~1001~
1732|2|26/12/2011 00:00:00|1016|31/12/2011 00:00:00|02/01/2012 00:00:00|2|1001|~1017~1010~|2|2|~1017~1010~
1733|0|19/02/2012 00:00:00|1019|26/02/2012 00:00:00|27/02/2012 00:00:00|1|1005|~1056~|1|0|~1056~
1734|2|22/11/2011 00:00:00|1081|01/12/2011 00:00:00|05/12/2011 00:00:00|4|1005|~1057~|1|0|~1057~
1735|2|05/09/2011 00:00:00|1013|13/09/2011 00:00:00|14/09/2011 00:00:00|1|1000|~1004~1001~|1|2|~1004~1001~
1736|2|14/08/2011 00:00:00|1075|17/08/2011 00:00:00|18/08/2011 00:00:00|1|1010|~1105~|1|0|~1105~
1737|2|16/10/2011 00:00:00|1054|24/10/2011 00:00:00|26/10/2011 00:00:00|2|1001|~1010~1015~|2|1|~1010~1015~
1738|2|16/09/2011 00:00:00|1025|23/09/2011 00:00:00|26/09/2011 00:00:00|3|1000|~1000~|1|0|~1000~
1739|0|13/02/2012 00:00:00|1066|20/02/2012 00:00:00|21/02/2012 00:00:00|1|1005|~1053~|1|0|~1053~
1740|2|30/08/2011 00:00:00|1018|06/09/2011 00:00:00|07/09/2011 00:00:00|1|1005|~1051~1059~|1|1|~1051~1059~
1741|0|21/03/2012 00:00:00|1096|21/03/2012 00:00:00|27/03/2012 00:00:00|6|1002|~1026~1020~|2|1|~1026~1020~
1742|2|26/11/2011 00:00:00|1068|29/11/2011 00:00:00|03/12/2011 00:00:00|4|1005|~1051~1052~|1|1|~1051~1052~
1743|2|23/12/2011 00:00:00|1043|24/12/2011 00:00:00|28/12/2011 00:00:00|4|1003|~1031~|2|0|~1031~
1744|2|02/09/2011 00:00:00|1043|06/09/2011 00:00:00|07/09/2011 00:00:00|1|1008|~1081~|1|0|~1081~
1745|2|20/11/2011 00:00:00|1005|25/11/2011 00:00:00|28/11/2011 00:00:00|3|1010|~1101~|2|0|~1101~
1746|2|17/08/2011 00:00:00|1031|21/08/2011 00:00:00|26/08/2011 00:00:00|5|1006|~1065~1063~|2|2|~1065~1063~
1747|2|22/01/2012 00:00:00|1056|29/01/2012 00:00:00|30/01/2012 00:00:00|1|1000|~1009~1006~|1|2|~1009~1006~
1748|2|02/08/2011 00:00:00|1037|09/08/2011 00:00:00|13/08/2011 00:00:00|4|1002|~1028~|2|0|~1028~
1749|2|11/01/2012 00:00:00|1090|15/01/2012 00:00:00|18/01/2012 00:00:00|3|1002|~1023~1024~|2|2|~1023~1024~
1750|0|09/03/2012 00:00:00|1036|13/03/2012 00:00:00|14/03/2012 00:00:00|1|1005|~1056~1054~|2|2|~1056~1054~
1751|2|11/12/2011 00:00:00|1000|14/12/2011 00:00:00|20/12/2011 00:00:00|6|1005|~1052~|2|0|~1052~
1752|2|22/11/2011 00:00:00|1028|24/11/2011 00:00:00|25/11/2011 00:00:00|1|1003|~1038~1031~|2|2|~1038~1031~
1753|2|29/11/2011 00:00:00|1015|05/12/2011 00:00:00|10/12/2011 00:00:00|5|1003|~1032~|1|0|~1032~
1754|2|03/12/2011 00:00:00|1005|07/12/2011 00:00:00|10/12/2011 00:00:00|3|1005|~1052~|2|0|~1052~
1755|1|11/02/2012 00:00:00|1024|12/02/2012 00:00:00|18/02/2012 00:00:00|6|1009|~1092~|2|0|~1092~
1756|2|21/09/2011 00:00:00|1048|25/09/2011 00:00:00|28/09/2011 00:00:00|3|1009|~1096~1095~|2|1|~1096~1095~
1757|2|29/11/2011 00:00:00|1051|05/12/2011 00:00:00|06/12/2011 00:00:00|1|1008|~1082~|2|0|~1082~
1758|2|22/11/2011 00:00:00|1089|01/12/2011 00:00:00|08/12/2011 00:00:00|7|1006|~1065~|1|0|~1065~
1759|0|24/02/2012 00:00:00|1061|26/02/2012 00:00:00|02/03/2012 00:00:00|4|1004|~1043~|1|0|~1043~
1760|0|22/02/2012 00:00:00|1011|03/03/2012 00:00:00|09/03/2012 00:00:00|6|1005|~1054~|2|0|~1054~
1761|2|31/12/2011 00:00:00|1012|03/01/2012 00:00:00|04/01/2012 00:00:00|1|1007|~1074~1073~|2|2|~1074~1073~
1762|2|11/12/2011 00:00:00|1029|15/12/2011 00:00:00|20/12/2011 00:00:00|5|1002|~1029~|2|0|~1029~
1763|0|13/02/2012 00:00:00|1010|18/02/2012 00:00:00|19/02/2012 00:00:00|1|1000|~1002~|1|0|~1002~
1764|2|26/01/2012 00:00:00|1087|31/01/2012 00:00:00|05/02/2012 00:00:00|5|1003|~1039~|2|0|~1039~
1765|0|19/03/2012 00:00:00|1066|22/03/2012 00:00:00|27/03/2012 00:00:00|5|1004|~1045~|2|0|~1045~
1766|2|05/11/2011 00:00:00|1093|07/11/2011 00:00:00|11/11/2011 00:00:00|4|1007|~1071~|2|0|~1071~
1767|2|26/01/2012 00:00:00|1013|04/02/2012 00:00:00|10/02/2012 00:00:00|6|1006|~1061~1060~|2|2|~1061~1060~
1768|2|20/10/2011 00:00:00|1017|22/10/2011 00:00:00|28/10/2011 00:00:00|6|1000|~1009~|1|0|~1009~
1769|2|22/01/2012 00:00:00|1009|29/01/2012 00:00:00|01/02/2012 00:00:00|3|1007|~1076~|2|0|~1076~
1770|2|09/08/2011 00:00:00|1095|09/08/2011 00:00:00|10/08/2011 00:00:00|1|1006|~1063~|2|0|~1063~
1771|2|11/10/2011 00:00:00|1021|18/10/2011 00:00:00|19/10/2011 00:00:00|1|1008|~1084~1081~|1|2|~1084~1081~
1772|2|20/09/2011 00:00:00|1005|21/09/2011 00:00:00|23/09/2011 00:00:00|2|1002|~1023~|1|0|~1023~
1773|2|03/10/2011 00:00:00|1045|11/10/2011 00:00:00|15/10/2011 00:00:00|4|1008|~1080~|1|0|~1080~
1774|2|25/01/2012 00:00:00|1030|28/01/2012 00:00:00|01/02/2012 00:00:00|4|1006|~1064~|1|0|~1064~
1775|2|13/01/2012 00:00:00|1027|13/01/2012 00:00:00|17/01/2012 00:00:00|4|1004|~1043~|1|0|~1043~
# 	--------- END OF FILE -----------   #
